rt,session_id,button_pressed,card,critical_trial,color,pair_type,trial_result,trial_with_partner,Participant ID,Session Number,Deck Color,Order,MINT_Score_Uncued_Correct,ppt_id,Gender,Native_Speaker,Played_before,Taboo_expertise,partner_id,partner_closeness
27714,18,1,Forecast,yes,Yellow,Friend,Lost,20,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
,18,,Debut,yes,Yellow,Friend,Out of time,21,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
29890,18,0,Know,yes,Yellow,Friend,Won,22,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
7930,18,0,Earth,yes,Yellow,Friend,Won,23,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
16601,18,0,Refrigerator,yes,Yellow,Friend,Won,24,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
23066,18,0,Deck,yes,Yellow,Friend,Won,25,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
17677,18,1,Snob,yes,Yellow,Friend,Lost,26,72,18,Yellow,Stranger_Friend,19,72,Female,Yes,Yes,3,71,6
,19,,Academy,yes,Blue,Friend,Out of time,1,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
28255,19,0,Calories,yes,Blue,Friend,Won,2,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
10152,19,0,Polar Bear,yes,Blue,Friend,Won,3,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
8416,19,0,Bag,yes,Blue,Friend,Won,4,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
,19,,Amnesia,yes,Blue,Friend,Out of time,5,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
11931,19,0,Ambassador,yes,Blue,Friend,Won,6,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
18752,19,1,Grease,yes,Blue,Friend,Lost,7,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
8911,19,1,Gasp,yes,Blue,Friend,Lost,8,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
,19,,Breeze,yes,Blue,Friend,Out of time,9,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
7778,19,0,Cockroach,yes,Blue,Friend,Won,10,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
14743,19,0,Cartoon,yes,Blue,Friend,Won,11,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
19174,19,0,Blast,yes,Blue,Friend,Won,12,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
9990,19,1,Mansion,yes,Blue,Friend,Lost,13,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
,19,,Freshen,yes,Blue,Friend,Out of time,14,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
16625,19,0,Bacon,yes,Blue,Friend,Won,15,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
,19,,Antique,yes,Blue,Friend,Out of time,16,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
17963,19,0,Bloom,yes,Blue,Friend,Won,17,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
,19,,Extreme,yes,Blue,Friend,Out of time,18,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
13419,19,0,Applause,yes,Blue,Friend,Won,19,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
19935,19,1,Bayou,yes,Blue,Friend,Lost,20,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
22136,19,0,Dribble,yes,Blue,Friend,Won,21,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
9698,19,0,Deal,yes,Blue,Friend,Won,22,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
7508,19,1,Camp,yes,Blue,Friend,Lost,23,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
,19,,Airport,yes,Blue,Friend,Out of time,24,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
8941,19,0,Beach,yes,Blue,Friend,Won,25,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
12992,19,0,Headline,yes,Blue,Friend,Won,26,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
7629,19,1,Bald,yes,Blue,Friend,Lost,27,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
26315,19,1,Defrost,yes,Blue,Friend,Lost,28,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,75,5.625
7353,19,0,Cheer,yes,Blue,Stranger,Won,1,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
11785,19,0,Blush,yes,Blue,Stranger,Won,2,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
,19,,Adhesive,yes,Blue,Stranger,Out of time,3,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
27990,19,0,Flames,yes,Blue,Stranger,Won,4,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
17559,19,0,Bargain,yes,Blue,Stranger,Won,5,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
15853,19,0,Dust,yes,Blue,Stranger,Won,6,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
13264,19,1,Cheat,yes,Blue,Stranger,Lost,7,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
15765,19,0,Dare,yes,Blue,Stranger,Won,8,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
20185,19,0,Motorcycle,yes,Blue,Stranger,Won,9,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
5319,19,1,Acne,yes,Blue,Stranger,Lost,10,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
,19,,Pitch,yes,Blue,Stranger,Out of time,11,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
,19,,Beret,yes,Blue,Stranger,Out of time,12,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
21126,19,1,Caricature,yes,Blue,Stranger,Lost,13,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
10651,19,0,Cherry,yes,Blue,Stranger,Won,14,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
18518,19,0,Dead End,yes,Blue,Stranger,Won,15,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
,19,,Cowboy,yes,Blue,Stranger,Out of time,16,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
6254,19,0,Barn,yes,Blue,Stranger,Won,17,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
11945,19,0,Claustrophobia,yes,Blue,Stranger,Won,18,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
,19,,Design,yes,Blue,Stranger,Out of time,19,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
15432,19,1,Guess,yes,Blue,Stranger,Lost,20,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
20611,19,1,Downtown,yes,Blue,Stranger,Lost,21,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
12489,19,0,Ache,yes,Blue,Stranger,Won,22,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
17177,19,0,Handcuffs,yes,Blue,Stranger,Won,23,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
20543,19,0,Army,yes,Blue,Stranger,Won,24,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
24613,19,0,Elf,yes,Blue,Stranger,Won,25,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
9806,19,0,Battery,yes,Blue,Stranger,Won,26,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
17623,19,1,Blink,yes,Blue,Stranger,Lost,27,73,19,Blue,Friend_Stranger,21,73,Female,Yes,Yes,2,74,0
,19,,Stop,yes,Red,Friend,Out of time,1,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
26610,19,0,Tweezers,yes,Red,Friend,Won,2,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
8537,19,1,Suds,yes,Red,Friend,Lost,3,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
11352,19,0,Skateboard,yes,Red,Friend,Won,4,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Trunk,yes,Red,Friend,Out of time,5,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
8939,19,0,Vitamin C,yes,Red,Friend,Won,6,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
20124,19,1,Stress,yes,Red,Friend,Lost,7,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Static,yes,Red,Friend,Out of time,8,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
15126,19,0,Yawn,yes,Red,Friend,Won,9,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
20041,19,0,Zebra,yes,Red,Friend,Won,10,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
12679,19,0,Whisper,yes,Red,Friend,Won,11,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Scoop,yes,Red,Friend,Out of time,12,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
19613,19,1,Parsley,yes,Red,Friend,Lost,13,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
4560,19,0,Mirror,yes,Red,Friend,Won,14,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
7868,19,0,Waffle,yes,Red,Friend,Won,15,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Trophy,yes,Red,Friend,Out of time,16,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
24534,19,1,Violin,yes,Red,Friend,Lost,17,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
29471,19,0,Pose,yes,Red,Friend,Won,18,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
17789,19,1,Waterfall,yes,Red,Friend,Lost,19,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
9626,19,1,Stomach,yes,Red,Friend,Lost,20,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Trolley Car,yes,Red,Friend,Out of time,21,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
13316,19,0,Poem,yes,Red,Friend,Won,22,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
7018,19,1,Watch,yes,Red,Friend,Lost,23,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
10062,19,1,Tired,yes,Red,Friend,Lost,24,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Waiter,yes,Red,Friend,Out of time,25,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
9965,19,0,Pin,yes,Red,Friend,Won,26,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
,19,,Simple,yes,Red,Friend,Out of time,27,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,76,5.75
20012,19,1,Strapless,yes,Red,Stranger,Lost,1,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
14913,19,0,Pen,yes,Red,Stranger,Won,2,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
7491,19,0,Valet,yes,Red,Stranger,Won,3,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
10751,19,0,Tape,yes,Red,Stranger,Won,4,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
,19,,Ransom,yes,Red,Stranger,Out of time,5,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
9977,19,1,Secret,yes,Red,Stranger,Lost,6,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
11192,19,1,Twins,yes,Red,Stranger,Lost,7,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
28102,19,1,Peak,yes,Red,Stranger,Lost,8,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
,19,,Plumber,yes,Red,Stranger,Out of time,9,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
,19,,Stagger,yes,Red,Stranger,Out of time,10,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
7603,19,1,Sunflower,yes,Red,Stranger,Lost,11,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
10056,19,0,Shake,yes,Red,Stranger,Won,12,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
9620,19,0,Welcome,yes,Red,Stranger,Won,13,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
19410,19,0,Vote,yes,Red,Stranger,Won,14,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
8585,19,0,Tag,yes,Red,Stranger,Won,15,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
10714,19,1,Knife,yes,Red,Stranger,Lost,16,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
,19,,Spy,yes,Red,Stranger,Out of time,17,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
8641,19,0,Wine,yes,Red,Stranger,Won,18,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
14540,19,0,Oatmeal,yes,Red,Stranger,Won,19,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
,19,,Strategy,yes,Red,Stranger,Out of time,20,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
22205,19,0,Volcano,yes,Red,Stranger,Won,21,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
26315,19,1,Marble,yes,Red,Stranger,Lost,22,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
19603,19,1,Yellow,yes,Red,Stranger,Lost,23,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
26268,19,0,Surprise,yes,Red,Stranger,Won,24,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
8445,19,0,Tip,yes,Red,Stranger,Won,25,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
24782,19,0,Tombstone,yes,Red,Stranger,Won,26,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
13279,19,0,Yesterday,yes,Red,Stranger,Won,27,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
26730,19,0,Marriage,yes,Red,Stranger,Won,28,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
4444,19,1,Sword,yes,Red,Stranger,Lost,29,74,19,Red,Friend_Stranger,20,74,Female,Yes,Yes,4,73,0
,19,,Flip Flops,yes,Purple,Friend,Out of time,1,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Underdog,yes,Purple,Friend,Out of time,2,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Nozzle,yes,Purple,Friend,Out of time,3,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
13394,19,0,Skyline,yes,Purple,Friend,Won,4,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
20005,19,1,Touchdown,yes,Purple,Friend,Lost,5,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
11828,19,0,Shovel,yes,Purple,Friend,Won,6,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
10329,19,0,Lake,yes,Purple,Friend,Won,7,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
25113,19,1,Sunny,yes,Purple,Friend,Lost,8,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Question Mark,yes,Purple,Friend,Out of time,9,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Turnover,yes,Purple,Friend,Out of time,10,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
15531,19,1,Hug,yes,Purple,Friend,Lost,11,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
17852,19,0,Peacock,yes,Purple,Friend,Won,12,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
16201,19,0,Mattress,yes,Purple,Friend,Won,13,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
9516,19,0,Marshmallow,yes,Purple,Friend,Won,14,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
10067,19,0,Intelligent,yes,Purple,Friend,Won,15,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
24356,19,0,Pigeon,yes,Purple,Friend,Won,16,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
10208,19,0,Boss,yes,Purple,Friend,Won,17,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Grape,yes,Purple,Friend,Out of time,18,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
6697,19,1,Pickpocket,yes,Purple,Friend,Lost,19,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Puke,yes,Purple,Friend,Out of time,20,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
9869,19,1,Buffalo,yes,Purple,Friend,Lost,21,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
26754,19,1,Rain Forest,yes,Purple,Friend,Lost,22,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
14638,19,0,Sushi,yes,Purple,Friend,Won,23,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
14696,19,0,Shaving Cream,yes,Purple,Friend,Won,24,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
28222,19,1,Skunk,yes,Purple,Friend,Lost,25,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,73,4.625
,19,,Dance,yes,Purple,Stranger,Out of time,1,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
20004,19,0,Fireplace,yes,Purple,Stranger,Won,2,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
12694,19,0,Studio,yes,Purple,Stranger,Won,3,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
5900,19,0,Jail,yes,Purple,Stranger,Won,4,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
10043,19,0,Puppy,yes,Purple,Stranger,Won,5,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
12364,19,1,Slow,yes,Purple,Stranger,Lost,6,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
9675,19,0,Mouse,yes,Purple,Stranger,Won,7,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
22683,19,1,Sulk,yes,Purple,Stranger,Lost,8,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
29013,19,0,Hiking,yes,Purple,Stranger,Won,9,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
13097,19,0,Stale,yes,Purple,Stranger,Won,10,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
,19,,Quack,yes,Purple,Stranger,Out of time,11,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
16089,19,0,Plant,yes,Purple,Stranger,Won,12,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
28947,19,0,Owl,yes,Purple,Stranger,Won,13,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
5628,19,1,Fumble,yes,Purple,Stranger,Lost,14,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
18989,19,0,Gingerbread,yes,Purple,Stranger,Won,15,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
,19,,Path,yes,Purple,Stranger,Out of time,16,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
18726,19,0,Panda,yes,Purple,Stranger,Won,17,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
9223,19,0,Prom,yes,Purple,Stranger,Won,18,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
29692,19,0,Scorpion,yes,Purple,Stranger,Won,19,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
16547,19,1,Jury,yes,Purple,Stranger,Lost,20,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
12262,19,0,Negative,yes,Purple,Stranger,Won,21,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
4523,19,1,Oyster,yes,Purple,Stranger,Lost,22,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
14923,19,0,Snooze,yes,Purple,Stranger,Won,23,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
6517,19,0,Spring Break,yes,Purple,Stranger,Won,24,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
7902,19,0,Navy,yes,Purple,Stranger,Won,25,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
14598,19,0,Saddle,yes,Purple,Stranger,Won,26,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
10820,19,1,Sneeze,yes,Purple,Stranger,Lost,27,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
14144,19,0,Dream,yes,Purple,Stranger,Won,28,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
9072,19,0,Mountain,yes,Purple,Stranger,Won,29,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
15587,19,0,Lemon,yes,Purple,Stranger,Won,30,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
12495,19,1,Paw,yes,Purple,Stranger,Lost,31,75,19,Purple,Friend_Stranger,20.5,75,Female,No,No,4,76,0
,19,,Garlic,yes,Yellow,Friend,Out of time,1,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
12596,19,0,Island,yes,Yellow,Friend,Won,2,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
15513,19,0,Costume,yes,Yellow,Friend,Won,3,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
,19,,Quit,yes,Yellow,Friend,Out of time,4,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
9951,19,1,Ancient,yes,Yellow,Friend,Lost,5,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
26334,19,1,Moon,yes,Yellow,Friend,Lost,6,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
,19,,Crash,yes,Yellow,Friend,Out of time,7,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
13777,19,1,Decipher,yes,Yellow,Friend,Lost,8,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
,19,,Explode,yes,Yellow,Friend,Out of time,9,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
16137,19,0,Butterfly,yes,Yellow,Friend,Won,10,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
5549,19,0,Soup,yes,Yellow,Friend,Won,11,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
27625,19,1,Nest,yes,Yellow,Friend,Lost,12,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
8465,19,0,Park,yes,Yellow,Friend,Won,13,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
12388,19,0,Fan,yes,Yellow,Friend,Won,14,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
,19,,Know,yes,Yellow,Friend,Out of time,15,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
14898,19,0,Garage,yes,Yellow,Friend,Won,16,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
15626,19,0,Quick,yes,Yellow,Friend,Won,17,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
,19,,Customer,yes,Yellow,Friend,Out of time,18,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
11305,19,1,Circle,yes,Yellow,Friend,Lost,19,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
16255,19,0,Cast,yes,Yellow,Friend,Won,20,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
19878,19,0,Shuffle,yes,Yellow,Friend,Won,21,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
19535,19,0,Museum,yes,Yellow,Friend,Won,22,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
21226,19,0,Infinity,yes,Yellow,Friend,Won,23,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
,19,,Globe,yes,Yellow,Friend,Out of time,24,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
16729,19,1,Pat,yes,Yellow,Friend,Lost,25,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,74,5.625
11577,19,0,Jackpot,yes,Yellow,Stranger,Won,1,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
21864,19,0,Duvet,yes,Yellow,Stranger,Won,2,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
23086,19,0,Crayon,yes,Yellow,Stranger,Won,3,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
,19,,Ghost,yes,Yellow,Stranger,Out of time,4,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
,19,,Brandy,yes,Yellow,Stranger,Out of time,5,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
15837,19,1,Forest,yes,Yellow,Stranger,Lost,6,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
16414,19,0,Refrigerator,yes,Yellow,Stranger,Won,7,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
,19,,Gallery,yes,Yellow,Stranger,Out of time,8,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
,19,,Debut,yes,Yellow,Stranger,Out of time,9,76,19,Yellow,Friend_Stranger,21,76,Female,Yes,Yes,1,75,0
